timestamp,open,high,low,close
2024-01-03T08:00:00,2062.835,2064.228,2058.805,2059.908
2024-01-03T09:00:00,2059.965,2060.485,2054.235,2056.695
2024-01-03T10:00:00,2056.695,2057.048,2052.525,2054.805
2024-01-03T11:00:00,2054.795,2055.565,2046.594,2047.485
2024-01-03T12:00:00,2047.505,2048.205,2041.685,2045.595
2024-01-03T13:00:00,2045.565,2047.895,2038.645,2040.935
2024-01-03T14:00:00,2040.945,2042.225,2031.665,2037.755
2024-01-03T15:00:00,2037.755,2048.698,2031.785,2032.495
2024-01-03T16:00:00,2032.545,2035.945,2031.218,2032.345
2024-01-03T17:00:00,2032.405,2033.655,2030.515,2033.255
2024-01-03T18:00:00,2033.255,2036.215,2032.835,2035.695
2024-01-03T19:00:00,2035.678,2042.205,2030.535,2036.575
2024-01-03T20:00:00,2036.595,2042.175,2036.435,2040.878
2024-01-03T21:00:00,2040.955,2041.698,2040.215,2041.195
2024-01-03T23:00:00,2041.895,2043.835,2041.398,2042.895
2024-01-04T00:00:00,2042.865,2043.085,2041.495,2042.065
2024-01-04T01:00:00,2042.075,2043.215,2040.055,2042.165
2024-01-04T02:00:00,2042.145,2044.665,2042.145,2044.555
2024-01-04T03:00:00,2044.545,2046.808,2043.998,2044.518
2024-01-04T04:00:00,2044.498,2044.575,2042.355,2043.015
2024-01-04T05:00:00,2043.005,2044.255,2042.345,2043.695
2024-01-04T06:00:00,2043.705,2048.585,2043.585,2047.135
2024-01-04T07:00:00,2047.118,2049.445,2046.498,2047.615
2024-01-04T08:00:00,2047.615,2048.545,2045.345,2046.715
2024-01-04T09:00:00,2046.695,2050.855,2046.215,2047.915
2024-01-04T10:00:00,2047.895,2050.765,2046.565,2047.885
2024-01-04T11:00:00,2047.865,2048.335,2044.828,2045.065
2024-01-04T12:00:00,2044.995,2046.095,2043.245,2045.835
2024-01-04T13:00:00,2045.895,2047.098,2038.715,2040.145
2024-01-04T14:00:00,2040.165,2042.465,2036.155,2039.265
2024-01-04T15:00:00,2039.345,2047.625,2038.995,2045.025
2024-01-04T16:00:00,2045.075,2046.675,2044.065,2044.675
2024-01-04T17:00:00,2044.725,2044.955,2040.765,2043.175
2024-01-04T18:00:00,2043.095,2043.925,2041.445,2043.065
2024-01-04T19:00:00,2043.045,2044.795,2042.395,2044.285
2024-01-04T20:00:00,2044.265,2044.785,2042.955,2042.995
2024-01-04T21:00:00,2043.025,2044.228,2042.945,2043.124
2024-01-04T23:00:00,2043.218,2044.665,2042.725,2044.098
2024-01-05T00:00:00,2044.128,2044.605,2043.225,2044.265
2024-01-05T01:00:00,2044.275,2048.155,2043.995,2046.065
2024-01-05T02:00:00,2046.085,2047.805,2045.605,2046.095
2024-01-05T03:00:00,2046.095,2046.365,2044.685,2045.235
2024-01-05T04:00:00,2045.265,2046.255,2044.365,2044.555
2024-01-05T05:00:00,2044.515,2045.135,2043.055,2044.385
2024-01-05T06:00:00,2044.345,2045.025,2040.805,2042.358
2024-01-05T07:00:00,2042.358,2046.925,2041.975,2042.995
2024-01-05T08:00:00,2043.005,2044.238,2041.255,2042.385
2024-01-05T09:00:00,2042.305,2043.598,2038.295,2038.735
2024-01-05T10:00:00,2038.765,2040.205,2037.235,2039.955
2024-01-05T11:00:00,2039.935,2040.285,2037.035,2039.155
2024-01-05T12:00:00,2039.155,2040.935,2038.355,2040.115
2024-01-05T13:00:00,2040.135,2041.778,2024.255,2039.905
2024-01-05T14:00:00,2039.885,2049.145,2038.655,2046.585
2024-01-05T15:00:00,2046.595,2063.838,2046.544,2054.745
2024-01-05T16:00:00,2054.815,2056.155,2044.025,2044.948
2024-01-05T17:00:00,2044.925,2045.365,2040.335,2041.845
2024-01-05T18:00:00,2041.835,2048.445,2040.385,2048.058
2024-01-05T19:00:00,2048.085,2050.195,2044.865,2045.635
2024-01-05T20:00:00,2045.655,2045.695,2042.785,2043.575
2024-01-05T21:00:00,2043.645,2046.068,2043.645,2045.355
2024-01-07T23:00:00,2044.385,2045.565,2042.805,2044.195
2024-01-08T00:00:00,2044.235,2046.245,2043.695,2045.875
2024-01-08T01:00:00,2045.855,2046.525,2042.815,2043.715
2024-01-08T02:00:00,2043.715,2043.725,2041.165,2041.215
2024-01-08T03:00:00,2041.165,2041.405,2034.975,2036.015
2024-01-08T04:00:00,2036.075,2037.555,2035.575,2035.715
2024-01-08T05:00:00,2035.665,2036.045,2026.925,2030.685
2024-01-08T06:00:00,2030.685,2033.205,2030.285,2032.905
2024-01-08T07:00:00,2032.895,2033.135,2028.505,2031.355
2024-01-08T08:00:00,2031.305,2031.645,2027.145,2028.205
2024-01-08T09:00:00,2028.165,2031.685,2026.465,2028.965
2024-01-08T10:00:00,2028.965,2029.435,2026.885,2027.515
2024-01-08T11:00:00,2027.495,2027.815,2016.604,2019.958
2024-01-08T12:00:00,2019.958,2024.845,2018.865,2024.585
2024-01-08T13:00:00,2024.605,2025.425,2018.345,2018.895
2024-01-08T14:00:00,2018.905,2027.085,2018.385,2026.305
2024-01-08T15:00:00,2026.325,2034.675,2025.435,2034.115
2024-01-08T16:00:00,2034.105,2036.778,2031.335,2032.085
2024-01-08T17:00:00,2032.155,2033.015,2027.015,2027.565
2024-01-08T18:00:00,2027.535,2028.195,2026.295,2026.495
2024-01-08T19:00:00,2026.465,2029.485,2026.435,2029.285
2024-01-08T20:00:00,2029.265,2029.698,2025.978,2027.048
2024-01-08T21:00:00,2027.048,2028.628,2026.998,2027.835
2024-01-08T23:00:00,2028.045,2030.835,2027.798,2030.665
2024-01-09T00:00:00,2030.665,2034.798,2030.615,2034.208
2024-01-09T01:00:00,2034.205,2035.478,2031.115,2032.165
2024-01-09T02:00:00,2032.145,2035.775,2032.075,2034.065
2024-01-09T03:00:00,2034.215,2034.865,2032.935,2033.565
2024-01-09T04:00:00,2033.505,2034.865,2032.085,2032.795
2024-01-09T05:00:00,2032.815,2033.415,2030.245,2032.695
2024-01-09T06:00:00,2032.665,2035.095,2031.095,2033.115
2024-01-09T07:00:00,2033.095,2037.145,2032.028,2035.885
2024-01-09T08:00:00,2035.955,2038.078,2031.145,2034.145
2024-01-09T09:00:00,2034.145,2036.965,2033.025,2035.345
2024-01-09T10:00:00,2035.385,2038.428,2034.708,2035.315
2024-01-09T11:00:00,2035.325,2035.588,2033.558,2034.935
2024-01-09T12:00:00,2034.925,2036.265,2033.808,2036.255
2024-01-09T13:00:00,2036.295,2041.898,2031.535,2038.535
2024-01-09T14:00:00,2038.488,2040.015,2033.845,2034.655
2024-01-09T15:00:00,2034.575,2035.485,2028.665,2028.735
2024-01-09T16:00:00,2028.755,2031.455,2026.015,2031.075
2024-01-09T17:00:00,2031.078,2031.945,2027.005,2027.575
2024-01-09T18:00:00,2027.555,2029.545,2026.688,2029.058
2024-01-09T19:00:00,2029.065,2029.925,2027.655,2028.735
2024-01-09T20:00:00,2028.845,2031.005,2028.205,2028.315
2024-01-09T21:00:00,2028.335,2030.208,2028.305,2029.885
2024-01-09T23:00:00,2029.408,2031.125,2028.275,2030.665
2024-01-10T00:00:00,2030.674,2031.075,2029.615,2030.155
2024-01-10T01:00:00,2030.175,2032.415,2027.145,2031.705
2024-01-10T02:00:00,2031.685,2032.785,2030.255,2031.708
2024-01-10T03:00:00,2031.678,2031.905,2028.125,2028.845
2024-01-10T04:00:00,2028.835,2030.535,2028.385,2029.725
2024-01-10T05:00:00,2029.785,2030.135,2025.375,2026.575
2024-01-10T06:00:00,2026.585,2026.915,2023.795,2024.525
2024-01-10T07:00:00,2024.435,2031.595,2024.235,2030.905
2024-01-10T08:00:00,2030.925,2035.845,2030.165,2035.195
2024-01-10T09:00:00,2035.165,2036.075,2034.565,2035.635
2024-01-10T10:00:00,2035.665,2040.135,2034.485,2034.698
2024-01-10T11:00:00,2034.715,2035.215,2032.695,2033.925
2024-01-10T12:00:00,2033.905,2035.555,2031.145,2031.415
2024-01-10T13:00:00,2031.435,2033.895,2029.908,2030.185
2024-01-10T14:00:00,2030.205,2033.475,2026.345,2027.275
2024-01-10T15:00:00,2027.185,2029.685,2024.685,2027.795
2024-01-10T16:00:00,2027.835,2028.395,2024.635,2026.918
2024-01-10T17:00:00,2026.905,2027.628,2022.135,2023.945
2024-01-10T18:00:00,2023.935,2024.435,2021.215,2023.605
2024-01-10T19:00:00,2023.585,2024.438,2020.395,2023.938
2024-01-10T20:00:00,2023.875,2024.958,2021.725,2023.495
2024-01-10T21:00:00,2023.485,2024.425,2023.285,2024.105
2024-01-10T23:00:00,2023.995,2027.865,2023.128,2026.695
2024-01-11T00:00:00,2026.735,2028.325,2026.505,2027.748
2024-01-11T01:00:00,2027.748,2030.265,2026.928,2029.635
2024-01-11T02:00:00,2029.635,2031.808,2028.765,2029.575
2024-01-11T03:00:00,2029.595,2030.985,2028.645,2030.835
2024-01-11T04:00:00,2030.795,2032.185,2030.795,2031.995
2024-01-11T05:00:00,2032.095,2034.555,2030.965,2032.885
2024-01-11T06:00:00,2032.895,2035.045,2032.045,2033.945
2024-01-11T07:00:00,2033.925,2035.655,2033.575,2033.805
2024-01-11T08:00:00,2033.795,2033.925,2030.295,2030.718
2024-01-11T09:00:00,2030.708,2032.375,2030.125,2031.225
2024-01-11T10:00:00,2031.345,2032.638,2030.425,2032.005
2024-01-11T11:00:00,2031.975,2034.305,2031.315,2034.235
2024-01-11T12:00:00,2034.285,2034.935,2031.598,2032.315
2024-01-11T13:00:00,2032.325,2043.864,2024.975,2029.335
2024-01-11T14:00:00,2029.365,2034.805,2024.825,2029.598
2024-01-11T15:00:00,2029.585,2032.874,2025.085,2028.945
2024-01-11T16:00:00,2028.955,2029.505,2013.545,2016.595
2024-01-11T17:00:00,2016.675,2018.375,2013.225,2014.275
2024-01-11T18:00:00,2014.245,2016.975,2013.765,2016.975
2024-01-11T19:00:00,2016.985,2027.265,2016.985,2026.345
2024-01-11T20:00:00,2026.355,2028.475,2023.395,2027.395
2024-01-11T21:00:00,2027.415,2029.515,2027.093,2028.695
2024-01-11T23:00:00,2027.708,2035.455,2027.708,2035.125
2024-01-12T00:00:00,2035.055,2035.265,2030.148,2031.035
2024-01-12T01:00:00,2031.025,2034.665,2029.975,2033.805
2024-01-12T02:00:00,2033.865,2035.178,2033.135,2033.855
2024-01-12T03:00:00,2033.855,2035.575,2033.665,2033.865
2024-01-12T04:00:00,2033.835,2034.935,2032.698,2034.578
2024-01-12T05:00:00,2034.578,2037.115,2033.575,2035.975
2024-01-12T06:00:00,2035.995,2036.705,2034.765,2035.135
2024-01-12T07:00:00,2035.145,2039.275,2034.125,2037.405
2024-01-12T08:00:00,2037.375,2039.765,2036.945,2038.645
2024-01-12T09:00:00,2038.605,2039.995,2037.755,2038.055
2024-01-12T10:00:00,2038.075,2046.015,2037.985,2045.765
2024-01-12T11:00:00,2045.835,2047.305,2044.008,2045.315
2024-01-12T12:00:00,2045.355,2053.625,2045.355,2047.665
2024-01-12T13:00:00,2047.765,2056.555,2044.258,2056.045
2024-01-12T14:00:00,2056.025,2062.145,2053.215,2055.755
2024-01-12T15:00:00,2055.755,2060.005,2050.865,2053.595
2024-01-12T16:00:00,2053.615,2055.455,2048.185,2048.235
2024-01-12T17:00:00,2048.155,2048.505,2041.325,2043.815
2024-01-12T18:00:00,2043.855,2048.585,2042.955,2047.398
2024-01-12T19:00:00,2047.398,2049.045,2046.125,2047.225
2024-01-12T20:00:00,2047.275,2047.565,2045.965,2047.358
2024-01-12T21:00:00,2047.358,2049.138,2046.778,2048.675
2024-01-14T23:00:00,2048.498,2048.605,2046.235,2047.505
2024-01-15T00:00:00,2047.525,2048.375,2045.675,2047.775
2024-01-15T01:00:00,2047.735,2051.335,2047.405,2050.975
2024-01-15T02:00:00,2051.025,2056.335,2049.775,2056.305
2024-01-15T03:00:00,2056.295,2057.985,2055.435,2057.305
2024-01-15T04:00:00,2057.285,2057.465,2053.404,2054.235
2024-01-15T05:00:00,2054.215,2055.525,2052.878,2055.025
2024-01-15T06:00:00,2054.935,2056.915,2053.708,2055.335
2024-01-15T07:00:00,2055.375,2055.835,2052.765,2054.175
2024-01-15T08:00:00,2054.215,2058.505,2053.785,2056.545
2024-01-15T09:00:00,2056.475,2056.925,2052.855,2054.915
2024-01-15T10:00:00,2054.925,2055.045,2051.958,2052.975
2024-01-15T11:00:00,2052.985,2053.725,2051.465,2053.225
2024-01-15T12:00:00,2053.255,2053.595,2051.265,2052.655
2024-01-15T13:00:00,2052.725,2054.175,2052.045,2054.175
2024-01-15T14:00:00,2054.175,2054.315,2051.565,2052.065
2024-01-15T15:00:00,2052.025,2053.755,2049.29,2053.125
2024-01-15T16:00:00,2053.108,2054.868,2053.078,2053.965
2024-01-15T17:00:00,2053.945,2056.218,2053.478,2055.248
2024-01-15T18:00:00,2055.275,2055.315,2054.185,2054.278
2024-01-15T19:00:00,2054.278,2054.755,2053.458,2054.505
2024-01-15T23:00:00,2053.914,2055.495,2053.228,2053.895
2024-01-16T00:00:00,2054.025,2054.435,2050.685,2051.345
2024-01-16T01:00:00,2051.335,2053.238,2049.845,2050.805
2024-01-16T02:00:00,2050.785,2051.405,2049.655,2050.475
2024-01-16T03:00:00,2050.455,2051.515,2048.265,2049.435
2024-01-16T04:00:00,2049.435,2049.945,2048.858,2049.325
2024-01-16T05:00:00,2049.345,2049.435,2047.435,2048.405
2024-01-16T06:00:00,2048.405,2050.495,2047.285,2050.325
2024-01-16T07:00:00,2050.325,2050.825,2048.005,2049.315
2024-01-16T08:00:00,2049.295,2050.035,2042.025,2043.015
2024-01-16T09:00:00,2042.995,2043.825,2038.588,2041.145
2024-01-16T10:00:00,2041.125,2042.275,2039.165,2040.905
2024-01-16T11:00:00,2040.905,2041.078,2038.124,2039.785
2024-01-16T12:00:00,2039.775,2039.935,2035.535,2038.365
2024-01-16T13:00:00,2038.335,2044.915,2031.275,2037.525
2024-01-16T14:00:00,2037.475,2042.445,2036.815,2038.095
2024-01-16T15:00:00,2038.065,2041.915,2037.285,2041.035
2024-01-16T16:00:00,2041.095,2041.195,2032.425,2033.358
2024-01-16T17:00:00,2033.355,2033.715,2024.885,2025.245
2024-01-16T18:00:00,2025.225,2028.785,2024.165,2025.025
2024-01-16T19:00:00,2025.125,2030.045,2024.865,2029.205
2024-01-16T20:00:00,2029.185,2029.705,2027.765,2028.128
2024-01-16T21:00:00,2028.128,2028.448,2027.055,2028.155
2024-01-16T23:00:00,2026.898,2028.275,2025.728,2028.045
2024-01-17T00:00:00,2028.055,2028.805,2025.515,2028.405
2024-01-17T01:00:00,2028.344,2030.685,2026.635,2030.145
2024-01-17T02:00:00,2030.125,2032.815,2026.888,2028.795
2024-01-17T03:00:00,2028.835,2029.005,2023.288,2023.955
2024-01-17T04:00:00,2023.915,2025.775,2023.185,2025.355
2024-01-17T05:00:00,2025.335,2025.385,2019.198,2020.565
2024-01-17T06:00:00,2020.565,2020.675,2017.598,2019.175
2024-01-17T07:00:00,2019.165,2026.085,2017.785,2025.705
2024-01-17T08:00:00,2025.695,2026.498,2021.145,2021.365
2024-01-17T09:00:00,2021.325,2024.165,2018.915,2023.745
2024-01-17T10:00:00,2023.725,2028.265,2022.715,2026.015
2024-01-17T11:00:00,2026.045,2026.655,2023.595,2023.805
2024-01-17T12:00:00,2023.835,2028.898,2023.655,2028.255
2024-01-17T13:00:00,2028.325,2028.568,2018.845,2022.315
2024-01-17T14:00:00,2022.295,2023.045,2011.355,2012.075
2024-01-17T15:00:00,2011.995,2013.995,2006.095,2008.795
2024-01-17T16:00:00,2008.805,2011.895,2004.215,2005.365
2024-01-17T17:00:00,2005.345,2007.975,2003.335,2006.955
2024-01-17T18:00:00,2007.025,2007.145,2001.755,2004.705
2024-01-17T19:00:00,2004.705,2006.815,2004.305,2005.455
2024-01-17T20:00:00,2005.515,2006.765,2004.675,2006.015
2024-01-17T21:00:00,2006.045,2006.325,2005.205,2005.945
2024-01-17T23:00:00,2005.204,2009.805,2004.905,2009.465
2024-01-18T00:00:00,2009.505,2010.758,2008.175,2010.658
2024-01-18T01:00:00,2010.678,2012.055,2009.208,2011.535
2024-01-18T02:00:00,2011.555,2011.805,2007.425,2007.555
2024-01-18T03:00:00,2007.535,2009.035,2006.345,2007.975
2024-01-18T04:00:00,2007.955,2009.125,2007.745,2008.035
2024-01-18T05:00:00,2008.045,2009.325,2005.705,2009.125
2024-01-18T06:00:00,2009.105,2012.955,2008.785,2012.635
2024-01-18T07:00:00,2012.575,2014.045,2010.985,2012.198
2024-01-18T08:00:00,2012.218,2012.218,2009.525,2009.595
2024-01-18T09:00:00,2009.585,2012.865,2008.075,2010.085
2024-01-18T10:00:00,2010.085,2012.125,2009.115,2011.535
2024-01-18T11:00:00,2011.515,2013.405,2010.695,2012.505
2024-01-18T12:00:00,2012.525,2017.155,2012.515,2014.885
2024-01-18T13:00:00,2014.885,2014.885,2007.175,2009.005
2024-01-18T14:00:00,2009.025,2013.555,2008.985,2012.678
2024-01-18T15:00:00,2012.665,2015.575,2011.555,2013.525
2024-01-18T16:00:00,2013.515,2017.635,2012.985,2014.805
2024-01-18T17:00:00,2014.805,2016.315,2013.165,2016.295
2024-01-18T18:00:00,2016.295,2021.025,2015.425,2020.475
2024-01-18T19:00:00,2020.445,2020.525,2018.198,2019.725
2024-01-18T20:00:00,2019.725,2022.565,2019.725,2022.195
2024-01-18T21:00:00,2022.155,2023.135,2021.835,2022.835
2024-01-18T23:00:00,2023.785,2024.555,2021.095,2023.675
2024-01-19T00:00:00,2023.675,2024.185,2022.505,2023.005
2024-01-19T01:00:00,2022.995,2025.475,2021.915,2023.935
2024-01-19T02:00:00,2023.905,2024.985,2022.525,2023.975
2024-01-19T03:00:00,2023.975,2024.155,2021.895,2022.805
2024-01-19T04:00:00,2022.815,2022.835,2020.625,2020.995
2024-01-19T05:00:00,2020.975,2021.805,2020.325,2021.565
2024-01-19T06:00:00,2021.515,2024.185,2020.765,2023.708
2024-01-19T07:00:00,2023.685,2029.625,2023.515,2027.945
2024-01-19T08:00:00,2027.895,2030.115,2026.105,2029.635
2024-01-19T09:00:00,2029.625,2030.715,2027.525,2029.615
2024-01-19T10:00:00,2029.635,2030.865,2028.815,2030.295
2024-01-19T11:00:00,2030.395,2031.875,2028.668,2031.555
2024-01-19T12:00:00,2031.605,2035.055,2031.585,2032.735
2024-01-19T13:00:00,2032.725,2039.278,2032.525,2035.135
2024-01-19T14:00:00,2035.135,2035.615,2026.325,2029.495
2024-01-19T15:00:00,2029.825,2032.104,2023.035,2027.645
2024-01-19T16:00:00,2027.645,2029.425,2023.175,2024.745
2024-01-19T17:00:00,2024.765,2028.985,2024.265,2028.955
2024-01-19T18:00:00,2028.968,2029.308,2026.365,2027.785
2024-01-19T19:00:00,2027.845,2029.365,2027.485,2029.075
2024-01-19T20:00:00,2029.075,2029.475,2027.655,2028.295
2024-01-19T21:00:00,2028.225,2029.815,2028.058,2029.375
2024-01-21T23:00:00,2029.715,2029.715,2026.848,2027.535
2024-01-22T00:00:00,2027.505,2029.145,2025.385,2028.925
2024-01-22T01:00:00,2028.945,2032.005,2028.605,2029.035
2024-01-22T02:00:00,2029.035,2029.965,2028.265,2029.725
2024-01-22T03:00:00,2029.705,2029.725,2025.915,2026.895
2024-01-22T04:00:00,2026.945,2027.065,2024.565,2025.405
2024-01-22T05:00:00,2025.335,2025.425,2021.765,2023.115
2024-01-22T06:00:00,2023.115,2024.405,2019.935,2020.815
2024-01-22T07:00:00,2020.805,2024.255,2018.985,2021.695
2024-01-22T08:00:00,2021.645,2026.165,2020.335,2022.155
2024-01-22T09:00:00,2022.155,2023.855,2020.495,2021.605
2024-01-22T10:00:00,2021.545,2024.465,2020.995,2022.715
2024-01-22T11:00:00,2022.715,2026.458,2022.045,2026.078
2024-01-22T12:00:00,2026.038,2030.028,2025.135,2029.558
2024-01-22T13:00:00,2029.555,2029.588,2021.155,2023.035
2024-01-22T14:00:00,2023.035,2023.898,2016.448,2022.615
2024-01-22T15:00:00,2022.605,2026.438,2020.605,2023.994
2024-01-22T16:00:00,2024.005,2024.105,2021.415,2023.535
2024-01-22T17:00:00,2023.505,2024.438,2021.238,2021.418
2024-01-22T18:00:00,2021.405,2021.825,2019.705,2021.235
2024-01-22T19:00:00,2021.255,2021.535,2019.055,2020.955
2024-01-22T20:00:00,2020.955,2020.955,2019.125,2020.745
2024-01-22T21:00:00,2020.725,2021.728,2020.135,2021.105
2024-01-22T23:00:00,2021.038,2021.855,2020.385,2020.635
2024-01-23T00:00:00,2020.695,2023.025,2020.695,2022.665
2024-01-23T01:00:00,2022.665,2022.815,2019.515,2021.575
2024-01-23T02:00:00,2021.575,2024.095,2020.648,2022.535
2024-01-23T03:00:00,2022.595,2027.855,2021.635,2027.395
2024-01-23T04:00:00,2027.325,2027.818,2026.645,2027.508
2024-01-23T05:00:00,2027.494,2031.615,2027.165,2030.725
2024-01-23T06:00:00,2030.745,2035.825,2028.998,2035.035
2024-01-23T07:00:00,2035.035,2037.808,2027.605,2031.565
2024-01-23T08:00:00,2031.635,2031.655,2027.635,2028.875
2024-01-23T09:00:00,2028.875,2030.405,2027.015,2028.685
2024-01-23T10:00:00,2028.655,2028.655,2024.655,2025.015
2024-01-23T11:00:00,2025.015,2026.085,2022.298,2023.875
2024-01-23T12:00:00,2023.875,2026.885,2023.155,2025.578
2024-01-23T13:00:00,2025.578,2030.265,2023.235,2024.885
2024-01-23T14:00:00,2024.855,2026.025,2021.325,2022.978
2024-01-23T15:00:00,2023.004,2026.655,2022.755,2025.045
2024-01-23T16:00:00,2025.085,2027.655,2023.225,2025.635
2024-01-23T17:00:00,2025.638,2025.975,2022.565,2024.195
2024-01-23T18:00:00,2024.215,2025.715,2022.925,2025.225
2024-01-23T19:00:00,2025.235,2030.558,2024.745,2029.755
2024-01-23T20:00:00,2029.765,2030.178,2028.035,2028.575
2024-01-23T21:00:00,2028.555,2029.208,2027.785,2029.015
2024-01-23T23:00:00,2028.278,2029.555,2027.235,2029.255
2024-01-24T00:00:00,2029.255,2029.255,2026.915,2027.345
2024-01-24T01:00:00,2027.325,2028.925,2026.355,2027.175
2024-01-24T02:00:00,2027.195,2027.485,2023.865,2024.105
2024-01-24T03:00:00,2024.095,2025.625,2023.628,2024.685
2024-01-24T04:00:00,2024.675,2025.645,2023.975,2024.405
2024-01-24T05:00:00,2024.395,2025.578,2022.725,2024.378
2024-01-24T06:00:00,2024.364,2027.855,2023.565,2025.945
2024-01-24T07:00:00,2025.905,2031.495,2025.685,2029.465
2024-01-24T08:00:00,2029.485,2032.175,2028.105,2030.795
2024-01-24T09:00:00,2030.775,2034.065,2029.795,2030.765
2024-01-24T10:00:00,2030.735,2032.925,2029.165,2032.665
2024-01-24T11:00:00,2032.775,2034.185,2030.765,2033.305
2024-01-24T12:00:00,2033.305,2034.298,2031.518,2032.635
2024-01-24T13:00:00,2032.635,2036.575,2031.118,2033.865
2024-01-24T14:00:00,2033.865,2034.625,2023.048,2024.615
2024-01-24T15:00:00,2024.565,2025.285,2014.815,2015.145
2024-01-24T16:00:00,2015.215,2016.135,2011.825,2015.195
2024-01-24T17:00:00,2015.215,2019.715,2015.205,2019.175
2024-01-24T18:00:00,2019.185,2019.678,2013.345,2014.995
2024-01-24T19:00:00,2014.995,2015.235,2011.105,2012.115
2024-01-24T20:00:00,2012.115,2013.725,2011.675,2012.195
2024-01-24T21:00:00,2012.205,2014.485,2011.955,2014.214
2024-01-24T23:00:00,2013.765,2017.565,2013.185,2016.265
2024-01-25T00:00:00,2016.305,2016.635,2014.785,2015.385
2024-01-25T01:00:00,2015.375,2017.175,2014.435,2016.278
2024-01-25T02:00:00,2016.278,2016.915,2014.535,2015.165
2024-01-25T03:00:00,2015.175,2016.765,2015.015,2015.725
2024-01-25T04:00:00,2015.725,2016.325,2014.755,2015.665
2024-01-25T05:00:00,2015.665,2016.475,2014.698,2015.505
2024-01-25T06:00:00,2015.505,2016.485,2014.325,2015.735
2024-01-25T07:00:00,2015.665,2018.225,2013.515,2015.648
2024-01-25T08:00:00,2015.625,2015.858,2012.555,2013.745
2024-01-25T09:00:00,2013.745,2017.815,2012.715,2017.795
2024-01-25T10:00:00,2017.795,2019.375,2017.055,2019.105
2024-01-25T11:00:00,2019.105,2019.445,2016.415,2017.425
2024-01-25T12:00:00,2017.455,2017.555,2013.255,2013.665
2024-01-25T13:00:00,2013.665,2022.915,2009.455,2019.275
2024-01-25T14:00:00,2019.245,2025.175,2018.245,2023.395
2024-01-25T15:00:00,2023.395,2024.635,2016.685,2020.158
2024-01-25T16:00:00,2020.145,2021.505,2013.715,2014.455
2024-01-25T17:00:00,2014.475,2016.485,2012.415,2014.895
2024-01-25T18:00:00,2014.895,2018.478,2013.875,2014.145
2024-01-25T19:00:00,2014.024,2018.295,2013.355,2017.648
2024-01-25T20:00:00,2017.648,2020.225,2016.845,2020.035
2024-01-25T21:00:00,2020.035,2020.855,2018.855,2020.505
2024-01-25T23:00:00,2019.854,2021.811,2018.275,2020.565
2024-01-26T00:00:00,2020.625,2021.698,2019.245,2021.105
2024-01-26T01:00:00,2021.105,2024.125,2020.945,2021.845
2024-01-26T02:00:00,2021.825,2023.835,2021.615,2021.865
2024-01-26T03:00:00,2021.875,2022.865,2021.285,2021.755
2024-01-26T04:00:00,2021.705,2022.325,2020.995,2021.115
2024-01-26T05:00:00,2021.075,2023.395,2020.955,2023.005
2024-01-26T06:00:00,2022.985,2023.345,2021.485,2021.505
2024-01-26T07:00:00,2021.495,2022.795,2019.735,2021.285
2024-01-26T08:00:00,2021.225,2022.035,2020.145,2020.385
2024-01-26T09:00:00,2020.415,2022.335,2018.105,2020.665
